time,trueDist,trueAngle,estimatedDist,estimatedAngleDg
1.32993E+12,4,-80,4.484,-59.18654024
1.33036E+12,4,-80,4.521,-50.70676487
1.33164E+12,4,-80,4.465,-68.18197762
1.33211E+12,4,-80,4.465,-53.39966651
1.33336E+12,4,-80,4.512,-69.09871009
1.33422E+12,4,-80,4.474,-76.14609097
1.33468E+12,4,-80,4.493,-59.07194868
1.33528E+12,4,-80,4.502,-73.62507667
1.33551E+12,4,-80,4.484,-79.58383774
1.33597E+12,4,-80,4.465,-72.36456953
1.33637E+12,4,-80,4.502,-58.49899088
1.33726E+12,4,-80,4.455,-71.50513283
1.33833E+12,4,-80,4.512,-57.63955419
1.33898E+12,4,-80,4.502,-62.05132921
1.33984E+12,4,-80,4.455,-72.4218653
1.34023E+12,4,-80,4.474,-75.63042896
1.34078E+12,4,-80,4.502,-50.07651129
1.34113E+12,4,-80,4.502,-65.94744222
1.34155E+12,4,-80,4.465,-61.30648408
1.34195E+12,4,-80,4.53,-66.11932956
1.34453E+12,4,-80,4.484,-62.10862499
1.34499E+12,4,-80,4.502,-63.71290682
1.34582E+12,4,-80,4.465,-67.49442827
1.34668E+12,4,-80,4.474,-72.76563998
1.34711E+12,4,-80,4.474,-74.14073869
1.34753E+12,4,-80,4.521,-76.31797831
1.34839E+12,4,-80,4.484,-66.34851268
1.34929E+12,4,-80,4.484,-79.58383774
1.34968E+12,4,-80,4.502,-76.37527409
1.35011E+12,4,-80,4.512,-53.91532852
1.35097E+12,4,-80,4.465,-63.7702026
1.3514E+12,4,-80,4.53,-70.7602877
1.35183E+12,4,-80,4.484,-83.76642965
1.35226E+12,4,-80,4.53,-53.91532852
1.35269E+12,4,-80,4.493,-71.33324549
1.35312E+12,4,-80,4.474,-80.21409132
1.35355E+12,4,-80,4.512,-74.59910493
1.35441E+12,4,-80,4.502,-58.15521621
1.35527E+12,4,-80,4.465,-61.70755454
1.3557E+12,4,-80,4.53,-71.73431595
1.35675E+12,4,-80,4.521,-61.02000518
1.35741E+12,4,-80,4.502,-77.86496436
1.35784E+12,4,-80,4.502,-65.14530131
1.35827E+12,4,-80,4.484,-51.85268046
1.35975E+12,4,-80,4.512,-62.16592077
1.35999E+12,4,-80,4.465,-84.05290855
1.36042E+12,4,-80,4.54,-75.45854162
1.36085E+12,4,-80,4.474,-71.96349907
1.36128E+12,4,-80,4.512,-52.94130027
1.36171E+12,4,-80,4.493,-82.84969718
1.36257E+12,4,-80,4.484,-67.6663156
1.363E+12,4,-80,4.484,-65.83285066
1.36343E+12,4,-80,4.521,-64.85882241
1.36386E+12,4,-80,4.484,-57.23848373
1.36478E+12,4,-80,4.474,-62.91076591
1.36514E+12,4,-80,4.502,-52.54022981
1.36557E+12,4,-80,4.493,-73.56778089
1.366E+12,4,-80,4.474,-63.31183636
1.36647E+12,4,-80,4.474,-61.5356672
1.36686E+12,4,-80,4.549,-73.45318934
1.36773E+12,4,-80,4.521,-68.69763964
1.36818E+12,4,-80,4.474,-73.96885135
1.36858E+12,4,-80,4.53,-78.72440105
1.36904E+12,4,-80,4.502,-60.84811784
1.36944E+12,4,-80,4.512,-59.58761069
1.3703E+12,4,-80,4.484,-58.90006134
1.37116E+12,4,-80,4.502,-63.13994902
1.37162E+12,4,-80,4.512,-62.73887857
1.37202E+12,4,-80,4.484,-72.59375264
1.37278E+12,4,-80,4.502,-54.48828632
1.37293E+12,4,-80,4.53,-66.11932956
1.37374E+12,4,-80,4.484,-73.56778089
1.37717E+12,4,-80,4.502,-53.91532852
1.3776E+12,4,-80,4.549,-76.43256987
1.37806E+12,4,-80,4.502,-80.72975333
1.37846E+12,4,-80,4.549,-69.15600587
1.37889E+12,4,-80,4.512,-67.89549872
1.37975E+12,4,-80,4.54,-87.43335954
1.38071E+12,4,-80,4.521,-81.87566892
1.3819E+12,4,-80,4.502,-79.41195041
1.38236E+12,4,-80,4.53,-75.97420363
1.38361E+12,4,-80,4.54,-71.10406238
1.38407E+12,4,-80,4.521,-70.07273834
1.38447E+12,4,-80,4.521,-60.27516005
1.38536E+12,4,-80,4.502,-68.46845652
1.38579E+12,4,-80,4.484,-58.09792043
1.38705E+12,4,-80,4.502,-75.5158374
1.38751E+12,4,-80,4.53,-63.31183636
1.3883E+12,4,-80,4.474,-61.76485032
1.38841E+12,4,-80,4.521,-68.01009028
1.3888E+12,4,-80,4.502,-70.98947082
1.3892E+12,4,-80,4.502,-79.64113352
1.38963E+12,4,-80,4.54,-59.41572336
1.39006E+12,4,-80,4.521,-70.58840036
1.39134E+12,4,-80,4.521,-84.85504946
1.39177E+12,4,-80,4.521,-68.46845652
1.39392E+12,4,-80,4.493,-89.55330338
1.39435E+12,4,-80,4.54,-79.6984293
1.39478E+12,4,-80,4.53,-60.61893472
1.39564E+12,4,-80,4.502,-64.17127305
1.3961E+12,4,-80,4.493,-84.33938744
1.39696E+12,4,-80,4.502,-55.74879347
1.39736E+12,4,-80,4.502,-82.96428873
1.39779E+12,4,-80,4.493,-74.02614713
1.39825E+12,4,-80,4.493,-66.11932956
1.39918E+12,4,-80,4.512,-59.3011318
1.3995E+12,4,-80,4.521,-76.60445721
1.39997E+12,4,-80,4.502,-57.12389217
1.40036E+12,4,-80,4.549,-69.32789321
1.40165E+12,4,-80,4.53,-61.76485032
1.40254E+12,4,-80,4.521,-61.82214609
1.40294E+12,4,-80,4.521,-61.07730096
1.40425E+12,4,-80,4.512,-68.01009028
1.40469E+12,4,-80,4.484,-79.75572508
1.40552E+12,4,-80,4.512,-59.58761069
1.40641E+12,4,-80,4.502,-66.86417469
1.40684E+12,4,-80,4.484,-52.13915936
1.4077E+12,4,-80,4.512,-61.82214609
1.41067E+12,4,-80,4.502,-78.38062637
1.41199E+12,4,-80,4.53,-73.51048512
1.41239E+12,4,-80,4.512,-79.41195041
1.41282E+12,4,-80,4.502,-60.61893472
1.41371E+12,4,-80,4.474,-74.48451337
1.41414E+12,4,-80,4.493,-76.83364033
1.41465E+12,4,-80,4.465,-56.55093438
1.415E+12,4,-80,4.484,-57.58225841
1.41543E+12,4,-80,4.493,-75.5158374
1.41583E+12,4,-80,4.502,-65.89014644
1.41626E+12,4,-80,4.474,-83.76642965
1.41672E+12,4,-80,4.484,-80.95893645
1.41926E+12,4,-80,4.521,-74.42721759
1.42012E+12,4,-80,4.512,-84.51127478
1.42058E+12,4,-80,4.53,-59.87408959
1.42488E+12,4,-80,4.502,-72.82293576
1.42659E+12,4,-80,4.512,-75.28665428
1.42702E+12,4,-80,4.465,-62.28051233
1.42917E+12,4,-80,4.474,-63.7702026
1.43218E+12,4,-80,4.484,-77.177415
1.43476E+12,4,-80,4.493,-70.81758348
1.43519E+12,4,-80,4.484,-69.27059743
1.43562E+12,4,-80,4.455,-85.14152836
1.43604E+12,4,-80,4.512,-64.85882241
1.43647E+12,4,-80,4.512,-80.557866
1.4369E+12,4,-80,4.521,-78.95358417
1.43905E+12,4,-80,4.512,-85.65719037
1.43945E+12,4,-80,4.474,-76.66175299
1.44074E+12,4,-80,4.502,-68.5257523
1.44202E+12,4,-80,4.521,-46.75335608
1.44245E+12,4,-80,4.549,-67.32254093
1.44589E+12,4,-80,4.512,-67.03606203
1.44721E+12,4,-80,4.502,-74.54180915
1.44893E+12,4,-80,4.512,-65.37448442
1.44936E+12,4,-80,4.502,-79.87031664
1.44979E+12,4,-80,4.493,-84.51127478
1.45061E+12,4,-80,4.512,-74.88558382
1.45159E+12,4,-80,4.493,-87.77713421
1.45236E+12,4,-80,4.474,-75.45854162
1.45322E+12,4,-80,4.512,-77.80766858
1.45365E+12,4,-80,4.53,-60.50434317
1.45408E+12,4,-80,4.493,-83.02158451
1.45451E+12,4,-80,4.521,-60.50434317
1.45494E+12,4,-80,4.502,-59.41572336
1.45534E+12,4,-80,4.53,-69.78625945
1.45577E+12,4,-80,4.53,-68.8122312
1.45749E+12,4,-80,4.53,-72.88023154
1.45795E+12,4,-80,4.493,-73.62507667
1.45838E+12,4,-80,4.493,-67.03606203
1.45881E+12,4,-80,4.502,-63.4837237
1.4596E+12,4,-80,4.521,-61.30648408
1.45972E+12,4,-80,4.502,-67.9527945
1.4601E+12,4,-80,4.502,-71.84890751
1.46224E+12,4,-80,4.512,-81.07352801
1.46267E+12,4,-80,4.474,-51.90997624
1.4631E+12,4,-80,4.474,-85.0269368
1.46608E+12,4,-80,4.502,-76.03149941
1.46697E+12,4,-80,4.484,-74.59910493
1.47008E+12,4,-80,4.484,-63.36913214
1.4704E+12,4,-80,4.474,-61.02000518
1.47083E+12,4,-80,4.474,-63.88479416
1.47126E+12,4,-80,4.484,-64.0566815
1.47427E+12,4,-80,4.493,-64.28586461
1.47513E+12,4,-80,4.465,-73.79696401
1.47556E+12,4,-80,4.521,-58.78546978
1.47642E+12,4,-80,4.455,-59.07194868
1.47724E+12,4,-80,4.484,-57.69684997
1.47856E+12,4,-80,4.512,-68.98411853
1.47942E+12,4,-80,4.521,-79.24006307
1.47982E+12,4,-80,4.53,-63.36913214
1.48071E+12,4,-80,4.455,-68.5257523
1.48157E+12,4,-80,4.521,-71.67702017
1.48329E+12,4,-80,4.474,-66.004738
1.48503E+12,4,-80,4.502,-69.61437211
1.48626E+12,4,-80,4.502,-68.98411853
1.48755E+12,4,-80,4.53,-82.73510562
1.48841E+12,4,-80,4.512,-73.10941466
1.48884E+12,4,-80,4.521,-69.78625945
1.4893E+12,4,-80,4.502,-54.66017366
1.4902E+12,4,-80,4.502,-59.81679381
1.49059E+12,4,-80,4.521,-56.03527236
1.49271E+12,4,-80,4.493,-72.7083442
1.49314E+12,4,-80,4.502,-60.9627094
1.49356E+12,4,-80,4.502,-83.13617607
1.49571E+12,4,-80,4.502,-75.91690785
1.49614E+12,4,-80,4.54,-79.41195041
1.49657E+12,4,-80,4.54,-72.76563998
1.49789E+12,4,-80,4.465,-76.60445721
1.49872E+12,4,-80,4.512,-61.30648408
1.49961E+12,4,-80,4.521,-76.20338675
1.50001E+12,4,-80,4.53,-82.96428873
1.50044E+12,4,-80,4.521,-76.60445721
1.50133E+12,4,-80,4.484,-80.21409132
1.50176E+12,4,-80,4.502,-69.21330165
1.50219E+12,4,-80,4.484,-68.12468184
1.50262E+12,4,-80,4.484,-80.90164067
1.50305E+12,4,-80,4.512,-54.48828632
1.50344E+12,4,-80,4.502,-54.48828632
1.50387E+12,4,-80,4.559,-71.39054127
1.50433E+12,4,-80,4.493,-83.02158451
1.50476E+12,4,-80,4.502,-67.89549872
1.50602E+12,4,-80,4.502,-77.12011922
1.50648E+12,4,-80,4.493,-58.61358244
1.5075E+12,4,-80,4.502,-62.96806168
1.50774E+12,4,-80,4.512,-76.77634455
1.5086E+12,4,-80,4.484,-74.88558382
1.50906E+12,4,-80,4.484,-70.07273834
1.50946E+12,4,-80,4.484,-70.93217504
1.50988E+12,4,-80,4.502,-60.73352628
1.51035E+12,4,-80,4.512,-58.21251199
1.51078E+12,4,-80,4.493,-60.50434317
1.51117E+12,4,-80,4.493,-69.78625945
1.51421E+12,4,-80,4.502,-71.79161173
1.51464E+12,4,-80,4.502,-67.72361138
1.5155E+12,4,-80,4.512,-83.02158451
1.5159E+12,4,-80,4.521,-66.80687891
1.51633E+12,4,-80,4.502,-67.6663156
1.51762E+12,4,-80,4.521,-58.15521621
1.5189E+12,4,-80,4.493,-56.2071597
1.51933E+12,4,-80,4.502,-82.56321828
1.52023E+12,4,-80,4.54,-54.88935677
1.52066E+12,4,-80,4.512,-57.0665964
1.52105E+12,4,-80,4.53,-86.11555661
1.52246E+12,4,-80,4.512,-77.80766858
1.52277E+12,4,-80,4.53,-62.73887857
1.52406E+12,4,-80,4.521,-63.36913214
1.52621E+12,4,-80,4.521,-82.44862672
1.52664E+12,4,-80,4.493,-63.02535746
1.52706E+12,4,-80,4.502,-75.05747116
1.52749E+12,4,-80,4.521,-66.06203378
1.52792E+12,4,-80,4.512,-81.07352801
1.52882E+12,4,-80,4.521,-61.02000518
1.52924E+12,4,-80,4.54,-68.18197762
1.52967E+12,4,-80,4.54,-65.20259709
1.53096E+12,4,-80,4.484,-76.94823189
1.53139E+12,4,-80,4.502,-64.11397728
1.53179E+12,4,-80,4.54,-83.53724653
1.53225E+12,4,-80,4.474,-68.8122312
1.53311E+12,4,-80,4.484,-74.77099226
1.53397E+12,4,-80,4.502,-68.92682275
1.5348E+12,4,-80,4.512,-54.20180742
1.53612E+12,4,-80,4.493,-72.88023154
1.54041E+12,4,-80,4.484,-62.33780811
1.54253E+12,4,-80,4.512,-73.16671044
1.54296E+12,4,-80,4.559,-70.98947082
1.54342E+12,4,-80,4.54,-68.69763964
1.54393E+12,4,-80,4.512,-65.4317802
1.54424E+12,4,-80,4.512,-69.72896367
1.54467E+12,4,-80,4.521,-53.85803274
1.54725E+12,4,-80,4.549,-75.34395006
1.54768E+12,4,-80,4.549,-68.98411853
1.54811E+12,4,-80,4.493,-62.96806168
1.54854E+12,4,-80,4.512,-59.64490647
1.54897E+12,4,-80,4.521,-53.57155384
1.54983E+12,4,-80,4.521,-66.46310424
1.55026E+12,4,-80,4.549,-69.78625945
1.55072E+12,4,-80,4.549,-69.90085101
1.55115E+12,4,-80,4.512,-73.56778089
1.55194E+12,4,-80,4.493,-55.17583567
1.55205E+12,4,-80,4.493,-74.42721759
1.55244E+12,4,-80,4.521,-71.56242861
1.55326E+12,4,-80,4.502,-58.21251199
1.55373E+12,4,-80,4.54,-79.24006307
1.55416E+12,4,-80,4.502,-82.96428873
1.55455E+12,4,-80,4.521,-66.69228735
1.55501E+12,4,-80,4.502,-62.45239967
1.55587E+12,4,-80,4.502,-66.52040001
1.55695E+12,4,-80,4.54,-66.57769579
1.55716E+12,4,-80,4.493,-74.71369649
1.55756E+12,4,-80,4.493,-67.26524515
1.55802E+12,4,-80,4.484,-57.0665964
1.55885E+12,4,-80,4.493,-58.49899088
1.55931E+12,4,-80,4.484,-66.92147047
1.56014E+12,4,-80,4.521,-63.36913214
1.5606E+12,4,-80,4.502,-57.98332887
1.56195E+12,4,-80,4.512,-78.32333059
1.5636E+12,4,-80,4.521,-72.19268219
1.56446E+12,4,-80,4.53,-65.03070975
1.56489E+12,4,-80,4.512,-81.24541535
1.56532E+12,4,-80,4.512,-66.2912169
1.56572E+12,4,-80,4.502,-66.17662534
1.56618E+12,4,-80,4.54,-86.28744395
1.56704E+12,4,-80,4.502,-73.16671044
1.56747E+12,4,-80,4.493,-63.08265324
1.56787E+12,4,-80,4.502,-64.17127305
1.56833E+12,4,-80,4.484,-63.13994902
1.56876E+12,4,-80,4.484,-80.557866
1.57001E+12,4,-80,4.493,-81.76107737
1.57048E+12,4,-80,4.521,-54.83206099
1.57091E+12,4,-80,4.484,-73.45318934
1.5713E+12,4,-80,4.484,-58.09792043
1.57173E+12,4,-80,4.53,-65.83285066
1.57261E+12,4,-80,4.512,-54.66017366
1.57388E+12,4,-80,4.493,-60.84811784
1.57438E+12,4,-80,4.474,-79.35465463
1.57477E+12,4,-80,4.53,-70.24462568
1.5752E+12,4,-80,4.502,-76.20338675
1.57864E+12,4,-80,4.502,-69.49978055
1.57946E+12,4,-80,4.521,-64.74423085
1.57989E+12,4,-80,4.521,-63.59831526
1.58078E+12,4,-80,4.484,-80.38597866
1.58207E+12,4,-80,4.549,-66.2912169
1.58247E+12,4,-80,4.521,-52.36834247
1.58293E+12,4,-80,4.512,-66.004738
1.58336E+12,4,-80,4.549,-61.36377986
1.58422E+12,4,-80,4.549,-72.36456953
1.58505E+12,4,-80,4.53,-66.17662534
1.58551E+12,4,-80,4.549,-64.97341397
1.58634E+12,4,-80,4.521,-69.67166789
1.5868E+12,4,-80,4.521,-62.33780811
1.58723E+12,4,-80,4.53,-69.49978055
1.58787E+12,4,-80,4.54,-72.02079485
1.58808E+12,4,-80,4.493,-64.91611819
1.58852E+12,4,-80,4.512,-72.24997797
1.58891E+12,4,-80,4.559,-49.04518726
1.58937E+12,4,-80,4.493,-75.00017538
1.59063E+12,4,-80,4.549,-57.0665964
1.59106E+12,4,-80,4.54,-68.92682275
1.59149E+12,4,-80,4.521,-64.68693507
1.59195E+12,4,-80,4.559,-84.28209166
1.59364E+12,4,-80,4.512,-54.83206099
1.59453E+12,4,-80,4.502,-80.50057022
1.59536E+12,4,-80,4.53,-73.68237245
1.59582E+12,4,-80,4.502,-63.82749838
1.59625E+12,4,-80,4.512,-59.35842758
1.59668E+12,4,-80,4.502,-84.39668322
1.59711E+12,4,-80,4.521,-77.12011922
1.59753E+12,4,-80,4.502,-60.10327271
1.59839E+12,4,-80,4.502,-75.45854162
1.59882E+12,4,-80,4.493,-59.24383602
1.59925E+12,4,-80,4.512,-70.01544256
1.60054E+12,4,-80,4.502,-64.68693507
1.60097E+12,4,-80,4.512,-54.66017366
1.60183E+12,4,-80,4.502,-68.69763964
1.60223E+12,4,-80,4.512,-70.70299192
1.60269E+12,4,-80,4.512,-78.89628839
1.60355E+12,4,-80,4.484,-64.17127305
1.60437E+12,4,-80,4.521,-59.93138537
1.60484E+12,4,-80,4.502,-77.40659812
1.60586E+12,4,-80,4.502,-78.20873904
1.60655E+12,4,-80,4.493,-76.66175299
1.60698E+12,4,-80,4.474,-66.74958313
1.6089E+12,4,-80,4.521,-53.62884962
1.60913E+12,4,-80,4.53,-72.82293576
1.60999E+12,4,-80,4.53,-62.22321655
1.61085E+12,4,-80,4.502,-54.94665255
1.61428E+12,4,-80,4.493,-74.08344291
1.61471E+12,4,-80,4.53,-67.89549872
1.61554E+12,4,-80,4.521,-54.88935677
1.61683E+12,4,-80,4.512,-56.66552594
1.61726E+12,4,-80,4.559,-61.76485032
1.61769E+12,4,-80,4.493,-65.83285066
1.61815E+12,4,-80,4.53,-66.23392112
1.61855E+12,4,-80,4.53,-63.54101948
1.61944E+12,4,-80,4.502,-56.7801175
1.61984E+12,4,-80,4.54,-71.44783705
1.6203E+12,4,-80,4.502,-70.93217504
1.62132E+12,4,-80,4.512,-71.39054127
1.62155E+12,4,-80,4.53,-69.04141431
1.62202E+12,4,-80,4.521,-65.4317802
1.62241E+12,4,-80,4.53,-67.6663156
1.62284E+12,4,-80,4.502,-85.82907771
1.62331E+12,4,-80,4.549,-63.54101948
1.62413E+12,4,-80,4.502,-71.10406238
1.62499E+12,4,-80,4.512,-63.7702026
1.62632E+12,4,-80,4.559,-82.16214782
1.62671E+12,4,-80,4.512,-84.453979
1.62714E+12,4,-80,4.559,-71.27594971
1.62757E+12,4,-80,4.54,-74.02614713
1.62803E+12,4,-80,4.559,-52.99859605
1.62889E+12,4,-80,4.502,-61.2491883
1.62932E+12,4,-80,4.54,-76.60445721
1.62975E+12,4,-80,4.54,-59.18654024
1.63014E+12,4,-80,4.53,-74.9428796
1.63229E+12,4,-80,4.53,-73.281302
1.63378E+12,4,-80,4.54,-70.1873299
1.63404E+12,4,-80,4.502,-76.37527409
1.63447E+12,4,-80,4.521,-60.27516005
1.63487E+12,4,-80,4.502,-61.36377986
1.63619E+12,4,-80,4.502,-70.1873299
1.63662E+12,4,-80,4.512,-80.90164067
1.63748E+12,4,-80,4.493,-60.56163895
1.63791E+12,4,-80,4.54,-55.46231457
1.6388E+12,4,-80,4.521,-78.83899261
1.6392E+12,4,-80,4.512,-68.35386496
1.63959E+12,4,-80,4.502,-56.7801175
1.64005E+12,4,-80,4.484,-64.34316039
1.64045E+12,4,-80,4.521,-81.30271113
1.64091E+12,4,-80,4.53,-69.21330165
1.64134E+12,4,-80,4.484,-69.21330165
1.64177E+12,4,-80,4.549,-50.82135643
1.64395E+12,4,-80,4.502,-68.92682275
1.647E+12,4,-80,4.502,-74.36992181
1.64736E+12,4,-80,4.559,-65.4317802
1.64864E+12,4,-80,4.502,-67.09335781
1.64907E+12,4,-80,4.512,-78.09414748
1.65003E+12,4,-80,4.54,-62.45239967
2.19923E+12,4,-80,4.521,-72.4218653
2.20055E+12,4,-80,4.493,-63.25454058
2.20098E+12,4,-80,4.502,-75.05747116
2.20141E+12,4,-80,4.502,-56.95200484
2.20184E+12,4,-80,4.512,-70.24462568
2.20227E+12,4,-80,4.493,-60.56163895
2.2027E+12,4,-80,4.493,-76.54716143
2.20312E+12,4,-80,4.53,-70.58840036
2.20441E+12,4,-80,4.502,-65.4317802
2.20696E+12,4,-80,4.521,-72.59375264
2.20785E+12,4,-80,4.484,-67.09335781
2.20828E+12,4,-80,4.512,-67.37983671
2.20957E+12,4,-80,4.53,-63.88479416
2.21E+12,4,-80,4.512,-84.1675001
2.21232E+12,4,-80,4.502,-71.16135816
2.213E+12,4,-80,4.53,-77.52118968
2.21598E+12,4,-80,4.521,-63.7702026
2.21687E+12,4,-80,4.53,-67.15065359
2.21813E+12,4,-80,4.521,-69.84355523
2.22073E+12,4,-80,4.502,-79.52654196
2.22113E+12,4,-80,4.512,-61.76485032
2.22199E+12,4,-80,4.484,-66.74958313
2.22285E+12,4,-80,4.521,-75.63042896
2.22371E+12,4,-80,4.502,-71.39054127
2.225E+12,4,-80,4.521,-67.60901983
2.22543E+12,4,-80,4.53,-80.2713871
2.22589E+12,4,-80,4.521,-68.18197762
2.22675E+12,4,-80,4.512,-80.04220398
2.22843E+12,4,-80,4.549,-61.13459674
2.22932E+12,4,-80,4.54,-67.15065359
2.22975E+12,4,-80,4.502,-63.82749838
2.23061E+12,4,-80,4.502,-76.48986565
2.23147E+12,4,-80,4.484,-57.63955419
2.23319E+12,4,-80,4.493,-67.43713249
2.23362E+12,4,-80,4.502,-69.84355523
2.23534E+12,4,-80,4.502,-70.98947082
2.23573E+12,4,-80,4.521,-68.18197762
2.2362E+12,4,-80,4.502,-55.69149769
2.23663E+12,4,-80,4.521,-75.05747116
2.23792E+12,4,-80,4.512,-57.98332887
2.23834E+12,4,-80,4.512,-65.89014644
2.23877E+12,4,-80,4.53,-56.66552594
2.2392E+12,4,-80,4.512,-72.88023154
2.2396E+12,4,-80,4.53,-66.23392112
2.24092E+12,4,-80,4.474,-72.4218653
2.24175E+12,4,-80,4.549,-62.73887857
2.24279E+12,4,-80,4.493,-66.52040001
2.24307E+12,4,-80,4.512,-77.40659812
2.24522E+12,4,-80,4.484,-75.85961208
2.24565E+12,4,-80,4.54,-67.60901983
2.24604E+12,4,-80,4.521,-61.76485032
2.2465E+12,4,-80,4.502,-62.39510389
2.24779E+12,4,-80,4.493,-56.03527236
2.24865E+12,4,-80,4.484,-77.00552767
2.25037E+12,4,-80,4.512,-74.19803447
2.25077E+12,4,-80,4.521,-71.50513283
2.2512E+12,4,-80,4.54,-72.36456953
2.25163E+12,4,-80,4.521,-65.7182591
2.25209E+12,4,-80,4.512,-89.2095287
2.25248E+12,4,-80,4.53,-63.65561104
2.25681E+12,4,-80,4.53,-57.75414575
2.25724E+12,4,-80,4.53,-69.21330165
2.2585E+12,4,-80,4.559,-75.2293585
2.25939E+12,4,-80,4.549,-55.06124411
2.26154E+12,4,-80,4.549,-61.65025876
2.2624E+12,4,-80,4.521,-72.9948231
2.26322E+12,4,-80,4.54,-72.9948231
2.26408E+12,4,-80,4.54,-62.73887857
2.26451E+12,4,-80,4.577,-59.24383602
2.26666E+12,4,-80,4.502,-79.41195041
2.26709E+12,4,-80,4.521,-65.83285066
2.26752E+12,4,-80,4.577,-83.76642965
2.26795E+12,4,-80,4.512,-63.36913214
2.2697E+12,4,-80,4.521,-65.14530131
2.27013E+12,4,-80,4.493,-57.81144153
2.27052E+12,4,-80,4.559,-84.28209166
2.27095E+12,4,-80,4.54,-72.76563998
2.27181E+12,4,-80,4.615,-76.03149941
2.27224E+12,4,-80,4.54,-62.05132921
2.2731E+12,4,-80,4.53,-76.08879519
2.27373E+12,4,-80,4.521,-77.63578124
2.27396E+12,4,-80,4.54,-50.01921551
2.27442E+12,4,-80,4.521,-68.18197762
2.27482E+12,4,-80,4.54,-81.47459847
2.27525E+12,4,-80,4.549,-59.87408959
2.27673E+12,4,-80,4.53,-75.8023163
2.27697E+12,4,-80,4.54,-58.728174
2.2774E+12,4,-80,4.53,-70.4738088
2.27829E+12,4,-80,4.521,-69.49978055
2.27921E+12,4,-80,4.53,-74.14073869
2.28001E+12,4,-80,4.512,-59.47301913
2.2804E+12,4,-80,4.54,-74.25533025
2.28258E+12,4,-80,4.54,-85.37071147
2.28344E+12,4,-80,4.512,-83.65183809
2.28387E+12,4,-80,4.502,-65.83285066
2.28427E+12,4,-80,4.512,-59.18654024
2.2847E+12,4,-80,4.568,-62.10862499
2.28599E+12,4,-80,4.568,-61.59296298
2.28642E+12,4,-80,4.53,-72.82293576
2.28684E+12,4,-80,4.502,-61.5356672
2.2877E+12,4,-80,4.53,-62.79617435
2.28813E+12,4,-80,4.512,-61.13459674
2.28856E+12,4,-80,4.54,-80.2713871
2.29028E+12,4,-80,4.577,-67.49442827
2.29114E+12,4,-80,4.559,-72.4218653
2.2916E+12,4,-80,4.484,-70.24462568
2.29372E+12,4,-80,4.549,-66.86417469
2.29418E+12,4,-80,4.54,-67.09335781
2.29633E+12,4,-80,4.502,-60.50434317
2.29719E+12,4,-80,4.502,-65.25989287
2.29824E+12,4,-80,4.559,-72.47916108
2.29847E+12,4,-80,4.502,-58.55628666
2.29933E+12,4,-80,4.493,-68.12468184
2.30069E+12,4,-80,4.502,-70.1873299
2.30148E+12,4,-80,4.53,-65.08800553
2.30191E+12,4,-80,4.512,-57.92603309
2.30234E+12,4,-80,4.493,-76.48986565
2.30363E+12,4,-80,4.502,-59.12924446
2.30406E+12,4,-80,4.484,-54.2591032
2.30492E+12,4,-80,4.474,-64.45775195
2.30582E+12,4,-80,4.474,-65.14530131
2.3062E+12,4,-80,4.493,-74.59910493
2.30706E+12,4,-80,4.53,-59.47301913
2.30749E+12,4,-80,4.493,-59.3011318
2.30835E+12,4,-80,4.521,-77.23471078
2.30918E+12,4,-80,4.53,-61.30648408
2.31136E+12,4,-80,4.512,-73.68237245
2.31176E+12,4,-80,4.512,-47.21172232
2.31219E+12,4,-80,4.559,-68.98411853
2.31261E+12,4,-80,4.502,-59.87408959
2.3139E+12,4,-80,4.54,-83.07888029
2.31433E+12,4,-80,4.549,-60.33245583
2.31519E+12,4,-80,4.521,-61.99403343
2.31614E+12,4,-80,4.54,-50.53487753
2.31648E+12,4,-80,4.54,-58.55628666
2.31691E+12,4,-80,4.549,-63.54101948
2.31734E+12,4,-80,4.54,-71.0467666
2.3178E+12,4,-80,4.512,-57.12389217
2.3182E+12,4,-80,4.549,-60.33245583
2.31863E+12,4,-80,4.54,-62.79617435
2.31906E+12,4,-80,4.559,-55.86338503
2.31949E+12,4,-80,4.54,-54.66017366
2.32035E+12,4,-80,4.549,-58.61358244
2.32124E+12,4,-80,4.549,-71.50513283
2.3221E+12,4,-80,4.512,-48.64411681
2.32292E+12,4,-80,4.521,-56.60823016
2.32335E+12,4,-80,4.54,-49.33166616
2.32428E+12,4,-80,4.549,-69.32789321
2.32464E+12,4,-80,4.502,-81.53189425
2.3255E+12,4,-80,4.512,-81.24541535
2.32593E+12,4,-80,4.559,-57.35307529
2.32639E+12,4,-80,4.512,-61.02000518
2.32679E+12,4,-80,4.54,-48.9305957
2.32722E+12,4,-80,4.502,-63.13994902
2.32765E+12,4,-80,4.53,-82.73510562
2.3294E+12,4,-80,4.502,-61.87944187
2.32983E+12,4,-80,4.521,-65.54637176
2.33069E+12,4,-80,4.521,-71.79161173
2.33112E+12,4,-80,4.484,-55.29042723
2.33154E+12,4,-80,4.521,-69.04141431
2.33197E+12,4,-80,4.521,-68.35386496
2.33538E+12,4,-80,4.521,-85.82907771
2.33584E+12,4,-80,4.512,-79.35465463
2.3367E+12,4,-80,4.521,-60.79082206
2.33799E+12,4,-80,4.493,-66.57769579
2.33842E+12,4,-80,4.484,-63.65561104
2.33928E+12,4,-80,4.502,-76.94823189
